the_geom,ID,AGENCY_NAM,PROGRAM_TY,AGENCY_TEL,CBO_SERVIC,SP_EIN,CBO_SP_TEL,SCHOOL_ID,SITE_NAME,SITE_BUILD,SITE_STREE,SITE_BOROU,SITE_ZIP,SETTING,ESTIMATED_,SUMMER,SCHOOL_YEA,WEEKENDS,EVENINGS,ELEMENTARY,MIDDLE_SCH,HIGH_SCHOO,WEEKLY_HOU,ENROLLMENT,ACADEMICS,SPORTS_PHY,ARTS_CULTU,NAME,ADDRESS1,ADDRESS2
POINT (-73.94077418552028 40.82126214995179),DOE_DYCD185,DYCD,Beacon,800-246-4646,Harlem Children's Zone,237112974,212-666-7236,05M194,PS 194,244,West 144th Street,Manhattan,10030,School,2000,yes,yes,yes,yes,yes,yes,yes,Full-time,2000,yes,yes,yes,Beacon - Harlem Children's Zone,244 West 144th Street,"Manhattan, NY 10030"
POINT (-74.01504833998645 40.62634206589959),DOE_DYCD186,DYCD,Beacon,800-246-4646,Heartshare Human Services,111633549,718-422-4200,20K259,JHS 259,7301,Fort Hamilton Parkway,Brooklyn,11228,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Heartshare Human Services,7301 Fort Hamilton Parkway,"Brooklyn, NY 11228"
POINT (-73.99243351130364 40.574236914366445),DOE_DYCD187,DYCD,Beacon,800-246-4646,Heartshare Human Services,111633549,718-422-4200,21K288,PS 288,2950,West 25th Street,Brooklyn,11224,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Heartshare Human Services,2950 West 25th Street,"Brooklyn, NY 11224"
POINT (-73.89277178217573 40.669328758925275),DYCD126,DYCD,OST,800-246-4646,Brooklyn Bureau of Community Services,111630780,718-310-5608,19K149,PS 149 - The Danny Kaye ES,700,Sutter Avenue,Brooklyn,11207,school,0,yes,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Brooklyn Bureau of Comm. Services,700 Sutter Avenue,"Brooklyn, NY 11207"
POINT (-73.88651037424769 40.655221210676615),DYCD128,DYCD,OST,800-246-4646,Brooklyn Bureau of Community Services,111630780,718-310-5608,19K306,PS 306 - Ethan Allen ES,970,Vermont Street,Brooklyn,11207,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Brooklyn Bureau of Comm. Services,970 Vermont Street,"Brooklyn, NY 11207"
POINT (-73.95304240379579 40.64836496029305),DYCD125,DYCD,OST,800-246-4646,Brooklyn Bureau of Community Services,111630780,718-310-5608,17K246,Walt Whitman School,72,Veronica Place,Brooklyn,11226,school,0,yes,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Brooklyn Bureau of Comm. Services,72 Veronica Place,"Brooklyn, NY 11226"
POINT (-73.96032009155664 40.71501191227031),DYCD90,DYCD,OST,800-246-4646,Brooklyn Center For Urban Environment,,718-788-8500,,Metropolitan Pool Recreation Ctr.,261,Bedford Avenue,Brooklyn,11211,Parks,0,no,yes,unknown,unknown,yes,yes,no,Part-time,0,yes,yes,yes,OST - Brooklyn Center For Urban Environment,261 Bedford Avenue,"Brooklyn, NY 11211"
POINT (-73.93488557431962 40.673866205764284),DYCD91,DYCD,OST,800-246-4646,Brooklyn Center For Urban Environment,,718-788-8500,,St. John's Recreation Ctr.,1251,Prospect Place,Brooklyn,11213,Parks,0,no,yes,unknown,unknown,yes,yes,no,Part-time,0,yes,yes,yes,OST - Brooklyn Center For Urban Environment,1251 Prospect Place,"Brooklyn, NY 11213"
POINT (-73.78969003454552 40.76496565929746),DYCD308,DYCD,OST,800-246-4646,Child Center of New York,111733454,718-651-7770,25Q025,Adrien Block School,34-65,192nd Street,Queens,11358,school,0,no,yes,unknown,unknown,no,yes,no,Full-time,0,yes,yes,yes,OST - Child Center of New York,34-65 192nd Street,"Queens, NY 11358"
POINT (-73.91287834459682 40.69317169450332),DYCD130,DYCD,OST,800-246-4646,"Catholic Charities Neighborhood Services, Inc.",,718-574-0260,32K106,PS 106 - Edward Everett Hale ES,1314,Putnam Avenue,Brooklyn,11221,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Catholic Charities Neighborhood Svcs.,1314 Putnam Avenue,"Brooklyn, NY 11221"
POINT (-73.91824257287183 40.81001979258808),DOE_DYCD191,DYCD,Beacon,800-246-4646,Aspira of New York,136204790,212-564-6880,07X222,IS 222,345,Brook Avenue,Bronx,10454,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Aspira of NY,345 Brook Avenue,"Bronx, NY 10454"
POINT (-73.88552884626249 40.659796853992646),DOE_DYCD228,DYCD,Beacon,800-246-4646,East New York Development,112433064,718-566-2127,19K166,JHS 166,800,Van Siclen Avenue,Brooklyn,11207,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - East NY Dev.,800 Van Siclen Avenue,"Brooklyn, NY 11207"
POINT (-73.96003573355188 40.71181887023208),DOE_DYCD230,DYCD,Beacon,800-246-4646,El Puente De Williamsburg,112614265,718-387-0404,14K050,JHS 50,183,South 3rd Street,Brooklyn,11211,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - El Puente De Williamsburg,183 South 3rd Street,"Brooklyn, NY 11211"
POINT (-73.80908458397069 40.72420099543882),DOE_DYCD203,DYCD,Beacon,800-246-4646,Child Center of New York,111733454,718-651-7770,25Q168,IS 168,158-40,76th Road,Queens,11366,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Child Center of NY,158-40 76th Road,"Queens, NY 11366"
POINT (-73.72971951073518 40.68492941888059),DOE_DYCD170,DYCD,Beacon,800-246-4646,Federation Employment & Guidance Services (FEGS),131624000,212-366-8401,29Q176,PS 176,120-45,235th Street,Queens,11411,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Federation Employment & Guidance Services,120-45 235th Street,"Queens, NY 11411"
POINT (-73.76145363341155 40.59398619749845),DOE_DYCD169,DYCD,Beacon,800-246-4646,Federation Employment & Guidance Services (FEGS),131624000,212-366-8401,27Q043,IS 43,160,Beach 29th Street,Queens,11691,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Federation Employment & Guidance Services,160 Beach 29th Street,"Queens, NY 11691"
POINT (-73.7755823070908 40.67498976735675),DOE_DYCD204,DYCD,Beacon,800-246-4646,Child Center of New York,111733454,718-651-7770,28Q072,IS 72,133-25,Guy R. Brewer Boulevard,Queens,11434,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Child Center of NY,133-25 Guy R. Brewer Boulevard,"Queens, NY 11434"
POINT (-73.9849088832159 40.6077895453501),DOE_DYCD172,DYCD,Beacon,800-246-4646,Federation of Italian-American Organizations of Brooklyn,112507910,718-259-2829,21K096,IS 96,99,Avenue P,Brooklyn,11204,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Federation of Italian-American Organizations of Bklyn,99 Avenue P,"Brooklyn, NY 11204"
POINT (-73.97099570294705 40.79142208809156),DOE_DYCD175,DYCD,Beacon,800-246-4646,Goddard-Riverside Community Center,131893908,212-873-6600,03M258 / 03M333,MS 258,154,West 93rd Street,Manhattan,10025,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Goddard-Riverside Comm. Center,154 West 93rd Street,"Manhattan, NY 10025"
POINT (-73.81666810438263 40.675218024020545),DOE_DYCD226,DYCD,Beacon,800-246-4646,Child Center of New York,111733454,718-651-7770,27Q226,JHS 226,121-10,Rockaway Boulevard,Queens,11420,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Child Center of NY,121-10 Rockaway Boulevard,"Queens, NY 11420"
POINT (-74.0009409686972 40.64080388493799),DOE_DYCD166,DYCD,Beacon,800-246-4646,Chinese American Planning Council,136202692,212-941-0920,20K220,JHS 220,4812,9th Avenue,Brooklyn,11220,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Chinese American Planning Council,4812 9th Avenue,"Brooklyn, NY 11220"
POINT (-73.91534115814149 40.678001360149736),DOE_DYCD165,DYCD,Beacon,800-246-4646,Church Avenue Merchants Block Association,112480339,718-287-2600,23K271,IS 271,1137,Herkimer Street,Brooklyn,11233,School,1850,yes,yes,yes,yes,yes,yes,yes,Full-time,1850,yes,yes,yes,Beacon - Church Avenue Merchants Block Association,1137 Herkimer Street,"Brooklyn, NY 11233"
POINT (-73.94774069886591 40.63772084763809),DOE_DYCD164,DYCD,Beacon,800-246-4646,Church Avenue Merchants Block Association,112480339,718-287-2600,22K269,PS 269,1957,Nostrand Avenue,Brooklyn,11210,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Church Avenue Merchants Block Association,1957 Nostrand Avenue,"Brooklyn, NY 11210"
POINT (-73.88700829824487 40.858364684886496),DOE_DYCD201,DYCD,Beacon,800-246-4646,Good Shepherd Services,135598710,212-243-7070,10X045,MS 45,2502,Lorillard Place,Bronx,10458,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Good Shepherd Services,2502 Lorillard Place,"Bronx, NY 10458"
POINT (-74.01164766448079 40.676938254589956),DOE_DYCD176,DYCD,Beacon,800-246-4646,Good Shepherd Services,135598710,212-243-7070,15K015,PS 15,71,Sullivan Street,Brooklyn,11231,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Good Shepherd Services,71 Sullivan Street,"Brooklyn, NY 11231"
POINT (-74.10020876054925 40.57727160865543),DOE_DYCD197,DYCD,Beacon,800-246-4646,United Activities Unlimited,132921483,718-448-4834,31R002,IS 2,333,Midland Avenue,Staten Island,10306,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - United Activities Unlimited,333 Midland Avenue,"Staten Island, NY 10306"
POINT (-73.92160053467629 40.86185587684287),NYCHA10,NYCHA,NYCHA (HUD),212-306-3324,DyckmanTenant Association,,(212) 567-8782,,Dyckman Comm. Ctr.,3784,Tenth Avenue,Manhattan,10034,NYCHA Community Center,100,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,100,Yes,Yes,Yes,Dyckman Comm. Ctr.,3784 Tenth Avenue,"Manhattan, NY 10034"
POINT (-73.98249022838785 40.729161158293174),DOE_DYCD219,DYCD,Beacon,800-246-4646,University Settlement Society of New York,135562374,212-674-9120,01M450,East Side Comm. School,420,East 12th Street,Manhattan,10009,School,1850,yes,yes,yes,yes,yes,yes,yes,Full-time,1850,yes,yes,yes,Beacon - University Settlement Society of NY,420 East 12th Street,"Manhattan, NY 10009"
POINT (-73.95417175377268 40.802616362563704),DOE_DYCD220,DYCD,Beacon,800-246-4646,New York City Mission Society,135562301,212-674-3500,03M415,Wadleigh Secondary School,215,West 114th Street,Manhattan,10026,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - New York City Mission Society,215 West 114th Street,"Manhattan, NY 10026"
POINT (-73.87981538518231 40.83928822090896),DOE_DYCD200,DYCD,Beacon,800-246-4646,Phipps Community Development,132707665,212-243-9090,12X214,PS 214,1970,West Farms Road,Bronx,10460,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Phipps Comm. Dev.,1970 West Farms Road,"Bronx, NY 10460"
POINT (-73.94816169021676 40.76442649034438),DOE_DYCD194,DYCD,Beacon,800-246-4646,Roosevelt Island Beacon,,212-788-6754,02M217,IS 217,645,Main Street,Manhattan,10044,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Roosevelt Island Beacon,645 Main Street,"Manhattan, NY 10044"
POINT (-73.81852964583628 40.82732161877591),DOE_DYCD198,DYCD,Beacon,800-246-4646,Police Athletic League,135596811,212-477-9450,08X192,IS 192,650,Hollywood Avenue,Bronx,10465,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Police Athletic League,650 Hollywood Avenue,"Bronx, NY 10465"
POINT (-73.87450081620376 40.670399884394726),DOE_DYCD195,DYCD,Beacon,800-246-4646,Police Athletic League,135596811,212-477-9450,19K218,IS 218,370,Fountain Avenue,Brooklyn,11208,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Police Athletic League,370 Fountain Avenue,"Brooklyn, NY 11208"
POINT (-73.89437918608645 40.82213088492977),DOE_DYCD168,DYCD,Beacon,800-246-4646,"Simpson Street Development Association, Inc.",133082529,718-589-1510,12X217,IS 217,977,Fox Street,Bronx,10459,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Simpson Street Development Assn.,977 Fox Street,"Bronx, NY 10459"
POINT (-73.78658417347205 40.697102687709446),DOE_DYCD234,DYCD,Beacon,800-246-4646,Southern Queens Park Association,112432846,718-276-4630,28Q008,JHS 8,108-35,167th Street,Queens,11433,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Southern Queens Park Association,108-35 167th Street,"Queens, NY 11433"
POINT (-73.79449174549046 40.737370030285966),DOE_DYCD209,DYCD,Beacon,800-246-4646,Samuel Field/Bay Terrace YM-YWHA,113071518,718-225-6750,26Q216,JHS 216,64-20,175th Street,Queens,11365,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Samuel Field/Bay Terrace YM-YWHA,64-20 175th Street,"Queens, NY 11365"
POINT (-73.71335524816868 40.74179021707099),DOE_DYCD208,DYCD,Beacon,800-246-4646,Samuel Field/Bay Terrace YM-YWHA,113071518,718-225-6750,26Q172,MS 172,81-14,257th Street,Queens,11004,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Samuel Field/Bay Terrace YM-YWHA,81-14 257th Street,"Queens, NY 11004"
POINT (-73.77228916054695 40.756214806364234),DOE_DYCD207,DYCD,Beacon,800-246-4646,Samuel Field/Bay Terrace YM-YWHA,113071518,718-225-6750,26Q158,MS 158,46-35,Oceania Street,Queens,11361,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Samuel Field/Bay Terrace YM-YWHA,46-35 Oceania Street,"Queens, NY 11361"
POINT (-73.99364390520702 40.71600943236254),DOE_DYCD221,DYCD,Beacon,800-246-4646,YMCA of Greater New York/Chinatown,131624228,212-219-8393,02M131,IS 131,100,Hester Street,Manhattan,10002,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - YMCA of Greater NY/Chinatown,100 Hester Street,"Manhattan, NY 10002"
POINT (-73.84748273777019 40.684437966957425),DOE_DYCD222,DYCD,Beacon,800-246-4646,YMCA of Greater New York/Cross Island,131624228,718-479-0505,27Q210,JHS 210,93-11,101st Avenue,Queens,11416,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - YMCA of Greater NY/Cross Island,93-11 101st Avenue,"Queens, NY 11416"
POINT (-73.92750669875221 40.701035754363396),DOE_DYCD223,DYCD,Beacon,800-246-4646,YMCA of Greater New York/Eastern District,131624228,718-782-8300,32K347,IS 347,35,Starr Street,Brooklyn,11221,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - YMCA of Greater NY/Eastern District,35 Starr Street,"Brooklyn, NY 11221"
POINT (-73.8181312770002 40.76020005207282),DOE_DYCD224,DYCD,Beacon,800-246-4646,YMCA of Greater New York/Flushing,131624228,718-961-6880,25Q189,JHS 189,144-80,Barclay Avenue,Queens,11355,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - YMCA of Greater NY/Flushing,144-80 Barclay Avenue,"Queens, NY 11355"
POINT (-73.80650171378815 40.7832903202757),DOE_DYCD225,DYCD,Beacon,800-246-4646,YMCA of Greater New York/Flushing,131624228,718-961-6880,25Q194,JHS 194,154-60,17th Avenue,Queens,11357,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - YMCA of Greater NY/Flushing,154-60 17th Avenue,"Queens, NY 11357"
POINT (-73.93595257704033 40.68167250197675),DOE_DYCD214,DYCD,Beacon,800-246-4646,SCO Family of Services,112777066,516-671-1253,16K035,PS 35,272,McDonough Street,Brooklyn,11233,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - SCO Family of Services,272 McDonough Street,"Brooklyn, NY 11233"
POINT (-73.86534375862438 40.87540625224745),NYCHA103,NYCHA,NYCHA (HUD),212-306-3000,NYCHA,,(718) 324-1807,,Gun Hill Comm. Ctr.,745,Magenta St.,Bronx,10462,NYCHA Community Center,117,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,117,Yes,Yes,Yes,Gun Hill Comm. Ctr.,745 Magenta St.,"Bronx, NY 10467"
POINT (-73.98694728235559 40.774755154390725),NYCHA29,NYCHA,NYCHA (HUD),212-306-3324,Lincoln Square Neighborhood Center,,(212) 874-0860,,Lincoln Square Neighborhood Comm. Ctr.,250,West 65th Street,Manhattan,10023,NYCHA Community Center,65,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,65,Yes,Yes,Yes,Lincoln Square Neighborhood Comm. Ctr.,250 West 65th Street,"Manhattan, NY 10023"
POINT (-73.9073253739528 40.830017198505054),NYCHA94,NYCHA,NYCHA (HUD),718-409-8620,NYCHA,,(718) 401-7353,,1162 Washington Ave. Comm. Ctr.,1162,Washington Avenue,Bronx,10456,NYCHA Community Center,105,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,105,Yes,Yes,Yes,1162 Washington Ave. Comm. Ctr.,1162 Washington Avenue,"Bronx, NY 10456"
POINT (-73.86879389847972 40.81804232510202),NYCHA101,NYCHA,NYCHA (HUD),718-409-8620,NYCHA,,(718) 378-6246,,Soundview Comm. Ctr.,1680,Seward Avenue,Bronx,10472,NYCHA Community Center,116,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,116,Yes,Yes,Yes,Soundview Comm. Ctr.,1680 Seward Avenue,"Bronx, NY 10473"
POINT (-73.91306403542762 40.85350614988811),NYCHA105,NYCHA,NYCHA (HUD),718-409-8620,NYCHA,,(718) 583-9013,,University Ave Consolidated Comm. Ctr.,1925,University Ave,Bronx,10453,NYCHA Community Center,117,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,117,Yes,Yes,Yes,University Ave Consolidated Comm. Ctr.,1925 University Ave,"Bronx, NY 10453"
POINT (-73.89872441196822 40.827469992896624),NYCHA76,NYCHA,NYCHA (HUD),718-409-8620,NYCHA,,(718) 328-9078,,Davidson Comm. Ctr.,1221,Prospect Ave,Bronx,10459,NYCHA Community Center,76,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,76,Yes,Yes,Yes,Davidson Comm. Ctr.,1221 Prospect Ave,"Bronx, NY 10459"
POINT (-73.90981059376081 40.81512184633856),NYCHA74,NYCHA,NYCHA (HUD),718-409-8620,NYCHA,,(718) 665-7610,,St. Mary's Park Comm. Ctr.,595,Trinity Avenue,Bronx,10455,NYCHA Community Center,74,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,74,Yes,Yes,Yes,St. Mary's Park Comm. Ctr.,595 Trinity Avenue,"Bronx, NY 10455"
POINT (-74.13230461622588 40.615532251961795),NYCHA140,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 442-4882,,Markham Gardens Comm. Ctr.,35,Markham Place,Staten Island,10310,NYCHA Community Center,91,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,91,Yes,Yes,Yes,Markham Gardens Comm. Ctr.,35 Markham Place,"Staten Island, NY 10314"
POINT (-74.08777759372731 40.645731645134184),NYCHA139,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 981-9001,,Richmond Terrace Comm. Ctr.,71,Jersey St,Staten Island,10301,NYCHA Community Center,58,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,58,Yes,Yes,Yes,Richmond Terrace Comm. Ctr.,71 Jersey St,"Staten Island, NY 10301"
POINT (-74.11916613710335 40.60691420686767),NYCHA142,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 761-4393,,Todt Hill Comm. Ctr.,255,Westwood Ave,Staten Island,10314,NYCHA Community Center,132,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,132,Yes,Yes,Yes,Todt Hill Comm. Ctr.,255 Westwood Ave,"Staten Island, NY 10314"
POINT (-74.11788439168268 40.635736533725705),NYCHA32,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 727-0033,,West Brighton Comm. Ctr.,230,Broadway,Staten Island,10310,NYCHA Community Center,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,0,Yes,Yes,Yes,West Brighton Comm. Ctr.,230 Broadway,"Staten Island, NY 10310"
POINT (-74.07905894281387 40.59500542409234),NYCHA145,NYCHA,NYCHA (HUD),718-815-0140,NYCHA,,(718) 815-0689,,South Beach Comm. Ctr.,155,Norway Avenue,Staten Island,10305,NYCHA Community Center,189,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,189,Yes,Yes,Yes,South Beach Comm. Ctr.,155 Norway Avenue,"Staten Island, NY 10305"
POINT (-73.88019529940402 40.84104072048015),NYCHA147,NYCHA,NYCHA (HUD),718-409-8620,Phipps Comm Development Corp,132707665,(718) 542-0109,,Phipps West Farms Career Ctr.,1010,East 178th St,Bronx,10460,NYCHA Community Center,495,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,495,Yes,Yes,Yes,Phipps West Farms Career Ctr.,1010 East 178th St,"Bronx, NY 10460"
POINT (-73.93578212891431 40.825547100165025),NYCHA162,NYCHA,NYCHA (HUD),212-306-3324,YMCA of Greater N.Y. Harlem Branch,131624228,(212) 690-4024,,Harlem River YMCA,2627,7th Ave,Manhattan,10039,NYCHA Community Center,80,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,80,Yes,Yes,Yes,Harlem River YMCA,2627 7th Ave,"Manhattan, NY 10039"
POINT (-73.94702255492624 40.68685074513407),NYCHA150,NYCHA,NYCHA (HUD),718-453-1296,"Police Athletic League, Inc.",135596811,(718) 230-8815,,Police Athletic League Comm. Ctr.,495,Gates Avenue,Brooklyn,11216,NYCHA Community Center,312,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,312,Yes,Yes,Yes,Police Athletic League Comm. Ctr.,495 Gates Avenue,"Brooklyn, NY 11216"
POINT (-73.9256929233709 40.6217285313868),DYCD111,DYCD,OST,800-246-4646,Bergen Beach Youth Organization,,718-531-6600,22K203,PS 203 - Floyd Bennett ES,5101,Avenue M,Brooklyn,11234,school,0,no,yes,unknown,unknown,yes,no,no,Full-time,0,yes,yes,yes,OST - Bergen Beach Youth Organization,5101 Avenue M,"Brooklyn, NY 11234"
POINT (-74.00242427406654 40.67569845505195),NYCHA149,NYCHA,NYCHA (HUD),718-453-1296,"Police Athletic League, Inc.",135596811,(718) 243-1528,,PAL Miccio Comm. Ctr.,110,West 9th Street,Brooklyn,11231,NYCHA Community Center,272,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,272,Yes,Yes,Yes,PAL Miccio Comm. Ctr.,110 West 9th Street,"Brooklyn, NY 11231"
POINT (-73.81437113553653 40.73512386349249),NYCHA151,NYCHA,NYCHA (HUD),718-969-6240,Pomonok Neighborhood Center,112414848,(718) 591-6060,,"Pomonok Neighborhood Ctr., Inc.",67-09,Kissena Blvd,Queens,11367,NYCHA Community Center,212,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,212,Yes,Yes,Yes,Pomonok Neighborhood Ctr.,67-09 Kissena Blvd,"Queens, NY 11367"
POINT (-73.94172360176972 40.70580288658719),NYCHA163,NYCHA,NYCHA (HUD),718-453-1296,YMCA of Greater New York,131624228,(718) 782-8300,,YMCA Greater NY Eastern District Comm. Ctr.,125,Humboldt St,Brooklyn,11206,NYCHA Community Center,883,Yes,Yes,No,Yes,Yes,Yes,Yes,Full-time,883,Yes,Yes,Yes,YMCA Greater NY Eastern District Comm. Ctr.,125 Humboldt St,"Brooklyn, NY 11206"
POINT (-73.90669660931935 40.65570679630791),DOE_DYCD196,DYCD,Beacon,800-246-4646,Police Athletic League,135596811,212-477-9450,23K275,JHS 275,985,Rockaway Avenue,Brooklyn,11212,School,1350,yes,yes,yes,yes,yes,yes,yes,Full-time,1350,yes,yes,yes,Beacon - Police Athletic League,985 Rockaway Avenue,"Brooklyn, NY 11212"
