"","GEOID","Adjusted.Grade","New.","Other.Location.Code.in.LCGMS","School.Name","SED.Code","Location.Code","District","Latitude","Longitude","Address..Full.","City","Zip","Grades","Grade.Low","Grade.High","Community.School.","Economic.Need.Index","School.Income.Estimate","Percent.ELL","Percent.Asian","Percent.Black","Percent.Hispanic","Percent.Black...Hispanic","Percent.White","Student.Attendance.Rate","Percent.of.Students.Chronically.Absent","Rigorous.Instruction..","Rigorous.Instruction.Rating","Collaborative.Teachers..","Collaborative.Teachers.Rating","Supportive.Environment..","Supportive.Environment.Rating","Effective.School.Leadership..","Effective.School.Leadership.Rating","Strong.Family.Community.Ties..","Strong.Family.Community.Ties.Rating","Trust..","Trust.Rating","Student.Achievement.Rating","Average.ELA.Proficiency","Average.Math.Proficiency","NumOfLibraries","NumOfAfterSchoolProgs","NumOfLowIncomeUnits","SchoolGEOID","MedianHldIncome","IncomeToPovertyRatio","ChildPoverty","CountofSNAPHlds","HealthCoverage"
"339","36047012901","","","","P.S. 133 WILLIAM A. BUTLER",3.31e+11,"13K133",13,40.680088,-73.980577,"610 BALTIC ST BROOKLYN, NY 11217","BROOKLYN",11217,"PK,0K,01,02,03,04,05","PK",5,"No","0.45","67861.67",0.04,0.03,0.27,0.32,0.59,0.31,"0.94","0.16","0.98","Meeting Target","0.97","Exceeding Target","0.93","Exceeding Target","0.93","Exceeding Target","0.92","Exceeding Target","0.96","Exceeding Target","Approaching Target","2.52","2.43",5,30,36,"360470129013002",92143,492,443,998,2462
"340","36047013100","","","","P.S. 282 PARK SLOPE",3.31e+11,"13K282",13,40.676626,-73.977783,"180 6TH AVE BROOKLYN, NY 11217","BROOKLYN",11217,"PK,0K,01,02,03,04,05,06,07,08,SE","PK",8,"No","0.56","64025.89",0.04,0.03,0.59,0.25,0.85,0.09,"0.92","0.26","0.89","Approaching Target","0.78","Meeting Target","0.82","Approaching Target","0.75","Approaching Target","0.89","Meeting Target","0.86","Approaching Target","Approaching Target","2.52","2.51",4,28,40,"360470131003000",125139,934,670,1827,4115
"341","36047013400","","","","RALPH A. FABRIZIO SCHOOL",3.32e+11,"20K170",20,40.63037,-74.018707,"7109 6TH AVE BROOKLYN, NY 11209","BROOKLYN",11209,"0K,01,02,03,04,05","0K",5,"No","0.75","51600.25",0.36,0.45,0.01,0.19,0.2,0.34,"0.96","0.09","0.96","Exceeding Target","0.97","Exceeding Target","0.97","Exceeding Target","0.91","Exceeding Target","0.83","Meeting Target","0.97","Exceeding Target","Exceeding Target","2.67","3.12",2,11,19,"360470134001010",70625,907,819,1450,3906
"342","36047013500","","","","M.S. 51 WILLIAM ALEXANDER",3.32e+11,"15K051",15,40.67218,-73.984625,"350 5TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"06,07,08","6",8,"No","0.25","N/A",0.02,0.12,0.1,0.19,0.29,0.57,"0.97","0.03","0.87","Exceeding Target","0.88","Meeting Target","0.89","Exceeding Target","0.85","Meeting Target","0.74","Approaching Target","0.9","Meeting Target","Exceeding Target","3.5","3.49",3,19,30,"360470135002001",112976,782,898,1516,3594
"343","36047014100","","","","P.S. 124 SILAS B. DUTCHER",3.32e+11,"15K124",15,40.667492,-73.990697,"515 4TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"PK,0K,01,02,03,04,05","PK",5,"No","0.65","63778.77",0.18,0.22,0.06,0.51,0.57,0.18,"0.94","0.15","0.9","Meeting Target","0.8","Approaching Target","0.95","Exceeding Target","0.63","Approaching Target","0.83","Approaching Target","0.86","Meeting Target","Meeting Target","2.59","2.61",1,10,15,"360470141003000",86953,701,601,1455,3385
"344","36047014300","","","","HELLENIC CLASSICAL CHARTER SCHOOL",3.32e+11,"84K362",15,40.662963,-73.992106,"646 5TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.48","52361.11",0.03,0.03,0.26,0.4,0.66,0.28,"0.96","0.07","0.96","Exceeding Target","0.94","Exceeding Target","0.94","Exceeding Target","0.91","Exceeding Target","0.85","Meeting Target","0.95","Exceeding Target","Exceeding Target","2.94","3.34",1,8,5,"360470143002002",93603,772,595,1409,3561
"345","36047014700","","","","P.S. 295",3.32e+11,"15K295",15,40.660969,-73.989018,"330 18TH ST BROOKLYN, NY 11215","BROOKLYN",11215,"PK,0K,01,02,03,04,05","PK",5,"No","0.55","61759.23",0.16,0.11,0.06,0.47,0.52,0.32,"0.95","0.1","0.91","Exceeding Target","0.96","Exceeding Target","0.95","Exceeding Target","0.95","Exceeding Target","0.9","Exceeding Target","0.98","Exceeding Target","Meeting Target","2.77","2.97",1,6,4,"360470147001001",81420,501,393,863,2258
"346","36047014700","","","","J.H.S. 088 PETER ROUGET",3.32e+11,"15K088",15,40.660494,-73.9883,"544 7TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"06,07,08","6",8,"No","0.72","N/A",0.12,0.18,0.11,0.6,0.71,0.1,"0.95","0.13","0.89","Exceeding Target","0.87","Exceeding Target","0.86","Exceeding Target","0.77","Approaching Target","0.78","Meeting Target","0.9","Meeting Target","Exceeding Target","2.58","2.67",1,4,4,"360470147001001",81420,501,393,863,2258
"347","36047014700","","","","NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS",3.32e+11,"15K443",15,40.660969,-73.989018,"330 18TH ST BROOKLYN, NY 11215","BROOKLYN",11215,"06,07,08","6",8,"No","0.38","N/A",0.01,0.06,0.13,0.35,0.48,0.45,"0.95","0.1","0.93","Exceeding Target","0.94","Exceeding Target","0.86","Meeting Target","0.89","Exceeding Target","0.83","Meeting Target","0.93","Meeting Target","Exceeding Target","3.1","3.11",1,6,4,"360470147001001",81420,501,393,863,2258
"348","36047014900","","","","MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",3.32e+11,"15K010",15,40.660884,-73.98594,"511 7TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"PK,0K,01,02,03,04,05","PK",5,"No","0.33","77828.57",0.05,0.07,0.08,0.31,0.39,0.49,"0.96","0.07","0.92","Exceeding Target","0.87","Meeting Target","0.96","Exceeding Target","0.8","Meeting Target","0.93","Exceeding Target","0.91","Meeting Target","Exceeding Target","3","3.28",2,5,5,"360470149004002",103427,1310,1095,2261,5768
"349","36047015300","","","","P.S. 039 HENRY BRISTOW",3.32e+11,"15K039",15,40.668666,-73.982912,"417 6TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"PK,0K,01,02,03,04,05","PK",5,"No","0.17","96102.36",0.04,0.07,0.06,0.09,0.15,0.76,"0.96","0.05","0.87","Exceeding Target","0.8","Meeting Target","0.89","Meeting Target","0.69","Approaching Target","0.92","Exceeding Target","0.83","Meeting Target","Meeting Target","3.3","3.45",2,12,23,"360470153003000",146458,601,410,1132,2583
"350","36047015500","","","","PARK SLOPE COLLEGIATE",3.32e+11,"15K464",15,40.669302,-73.97867,"237 7TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"06,07,08,09,10,11,12","6",12,"No","0.65","N/A",0.09,0.07,0.39,0.36,0.75,0.14,"0.94","0.2","0.91","Exceeding Target","0.93","Exceeding Target","0.83","Meeting Target","0.92","Exceeding Target","0.79","Meeting Target","0.92","Exceeding Target","Meeting Target","2.38","2.5",3,15,26,"360470155004001",129464,957,828,1532,3688
"351","36047015500","","","","P.S. 321 WILLIAM PENN",3.32e+11,"15K321",15,40.671669,-73.97834,"180 7TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"PK,0K,01,02,03,04,05","PK",5,"No","0.1","110422.67",0.02,0.07,0.04,0.08,0.12,0.75,"0.97","0.03","0.96","Exceeding Target","0.96","Exceeding Target","0.98","Exceeding Target","0.96","Exceeding Target","0.94","Exceeding Target","0.98","Exceeding Target","Meeting Target","3.4","3.59",3,23,33,"360470155001000",129464,957,828,1532,3688
"352","36047016000","","","","P.S./I.S. 104 THE FORT HAMILTON SCHOOL",3.32e+11,"20K104",20,40.618025,-74.028588,"9115 5TH AVE BROOKLYN, NY 11209","BROOKLYN",11209,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.52","57526.02",0.09,0.22,0.03,0.25,0.28,0.47,"0.96","0.1","0.92","Exceeding Target","0.93","Exceeding Target","0.86","Meeting Target","0.85","Meeting Target","0.78","Approaching Target","0.93","Meeting Target","Meeting Target","2.82","3.09",2,7,0,"360470160003003",59872,980,646,1664,3973
"353","36047016300","","","","I.S. 340",3.32e+11,"17K340",13,40.67627,-73.969722,"227 STERLING PL BROOKLYN, NY 11238","BROOKLYN",11238,"06,07,08","6",8,"No","0.76","N/A",0.01,0.02,0.83,0.13,0.96,0.01,"0.93","0.21","0.9","Approaching Target","0.93","Meeting Target","0.83","Meeting Target","0.91","Exceeding Target","0.81","Meeting Target","0.89","Meeting Target","Approaching Target","2.73","2.47",5,33,54,"360470163003001",86997,677,484,1409,3280
"354","36047016600","","","","J.H.S. 201 THE DYKER HEIGHTS",3.32e+11,"20K201",20,40.618745,-74.01331,"8010 12TH AVE BROOKLYN, NY 11228","BROOKLYN",11228,"06,07,08","6",8,"No","0.56","N/A",0.08,0.46,0,0.14,0.14,0.39,"0.97","0.07","0.92","Exceeding Target","0.94","Exceeding Target","0.88","Exceeding Target","0.87","Meeting Target","0.7","Approaching Target","0.94","Exceeding Target","Exceeding Target","3.13","3.36",4,12,0,"360470166002001",95625,562,277,665,1842
"355","36047016700","","","","P.S. 107 JOHN W. KIMBALL",3.32e+11,"15K107",15,40.663015,-73.981125,"1301 8TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"PK,0K,01,02,03,04,05","PK",5,"No","0.09","103244.94",0.01,0.07,0.04,0.1,0.14,0.77,"0.96","0.03","0.98","Meeting Target","0.91","Meeting Target","0.95","Exceeding Target","0.88","Meeting Target","0.92","Exceeding Target","0.93","Meeting Target","Meeting Target","3.35","3.6",2,6,8,"360470167004001",130109,1480,1418,2124,5455
"356","36047017000","","","","P.S. 229 DYKER",3.32e+11,"20K229",20,40.610577,-74.013301,"1400 BENSON AVE BROOKLYN, NY 11228","BROOKLYN",11228,"0K,01,02,03,04,05,06,07,08","0K",8,"No","0.39","70641.62",0.09,0.55,0.01,0.11,0.13,0.32,"0.97","0.08","0.9","Exceeding Target","0.88","Meeting Target","0.87","Meeting Target","0.76","Approaching Target","0.8","Approaching Target","0.89","Meeting Target","Meeting Target","3.11","3.44",2,10,0,"360470170002003",71250,917,835,1202,3914
"357","36047017100","","","","THE WINDSOR TERRACE SCHOOL",3.32e+11,"15K154",15,40.657119,-73.976048,"1625 11TH AVE BROOKLYN, NY 11215","BROOKLYN",11215,"PK,0K,01,02,03,04,05","PK",5,"No","0.23","85598.17",0.05,0.06,0.03,0.19,0.22,0.64,"0.96","0.07","0.88","Meeting Target","0.93","Meeting Target","0.99","Exceeding Target","0.9","Exceeding Target","0.94","Exceeding Target","0.97","Exceeding Target","Meeting Target","3.28","3.28",2,6,4,"360470171002001",116339,1063,857,1555,3974
"358","36047018000","","","","P.S. 748 BROOKLYN SCHOOL FOR GLOBAL SCHOLARS",3.32e+11,"20K748",20,40.606942,-74.007327,"1664 BENSON AVE BROOKLYN, NY 11214","BROOKLYN",11214,"0K,01,02,03,04,05","0K",5,"No","0.53","52977.43",0.17,0.39,0,0.21,0.21,0.38,"0.96","0.08","0.98","Exceeding Target","0.96","Exceeding Target","0.98","Exceeding Target","0.93","Exceeding Target","0.83","Meeting Target","0.95","Exceeding Target","Exceeding Target","3.39","3.72",2,11,1,"360470180002001",69875,866,995,1096,3479
"359","36047018000","","","","P.S. 163 BATH BEACH",3.32e+11,"20K163",20,40.606594,-74.007612,"109 BAY 14TH ST BROOKLYN, NY 11214","BROOKLYN",11214,"PK,0K,01,02,03,04,05","PK",5,"No","0.66","55697.95",0.17,0.29,0.01,0.32,0.33,0.38,"0.96","0.12","0.95","Exceeding Target","0.97","Meeting Target","0.94","Meeting Target","0.9","Exceeding Target","0.83","Meeting Target","0.96","Exceeding Target","Exceeding Target","2.69","3.07",2,11,1,"360470180002001",69875,866,995,1096,3479
"360","36047018100","","","","M.S. 113 RONALD EDMONDS LEARNING CENTER",3.31e+11,"13K113",13,40.688432,-73.971169,"300 ADELPHI ST BROOKLYN, NY 11205","BROOKLYN",11205,"06,07,08","6",8,"No","0.8","N/A",0.03,0.04,0.75,0.18,0.93,0.02,"0.92","0.28","0.81","Meeting Target","0.79","Approaching Target","0.83","Approaching Target","0.73","Approaching Target","0.76","Approaching Target","0.85","Approaching Target","Approaching Target","2.31","2.21",4,39,34,"360470181004001",81178,666,522,1856,3531
"361","36047018300","","","","P.S. 020 CLINTON HILL",3.31e+11,"13K020",13,40.691059,-73.971016,"225 ADELPHI ST BROOKLYN, NY 11205","BROOKLYN",11205,"PK,0K,01,02,03,04,05","PK",5,"No","0.64","60844.69",0.03,0.03,0.54,0.21,0.75,0.16,"0.91","0.32","0.91","Meeting Target","0.95","Meeting Target","0.92","Approaching Target","0.89","Exceeding Target","0.92","Exceeding Target","0.95","Exceeding Target","Meeting Target","2.4","2.53",3,42,27,"360470183001002",94055,641,453,1313,2934
"362","36047018300","","","","ACADEMY OF ARTS AND LETTERS",3.31e+11,"13K492",13,40.691059,-73.971016,"225 ADELPHI ST BROOKLYN, NY 11205","BROOKLYN",11205,"06,07,08","6",8,"No","0.36","63016.09",0.01,0.07,0.39,0.17,0.57,0.31,"0.95","0.1","0.94","Exceeding Target","0.96","Exceeding Target","0.9","Exceeding Target","0.92","Exceeding Target","0.91","Exceeding Target","0.93","Exceeding Target","Meeting Target","2.82","2.83",3,42,27,"360470183001002",94055,641,453,1313,2934
"363","36047018400","","","","P.S. 204 VINCE LOMBARDI",3.32e+11,"20K204",20,40.61368,-74.006356,"8101 15TH AVE BROOKLYN, NY 11228","BROOKLYN",11228,"PK,0K,01,02,03,04,05","PK",5,"No","0.54","56876.96",0.14,0.5,0.01,0.19,0.19,0.3,"0.96","0.09","0.94","Meeting Target","0.94","Exceeding Target","0.96","Exceeding Target","0.85","Meeting Target","0.81","Approaching Target","0.96","Exceeding Target","Meeting Target","2.93","3.23",2,14,1,"360470184001001",75938,662,533,858,2701
"364","36047018700","","","","P.S. 046 EDWARD C. BLUM",3.31e+11,"13K046",13,40.694425,-73.971627,"100 CLERMONT AVE BROOKLYN, NY 11205","BROOKLYN",11205,"PK,0K,01,02,03,04,05","PK",5,"No","0.88","37632.19",0.14,0.01,0.5,0.45,0.95,0.02,"0.89","0.44","0.92","Meeting Target","0.95","Exceeding Target","0.93","Meeting Target","0.88","Meeting Target","0.83","Approaching Target","0.93","Meeting Target","Meeting Target","2.27","2.32",3,37,21,"360470187001008",79659,278,239,591,1451
"365","36047018700","","","","FORT GREENE PREPARATORY ACADEMY",3.31e+11,"13K691",13,40.694425,-73.971627,"100 CLERMONT AVE BROOKLYN, NY 11205","BROOKLYN",11205,"06,07,08","6",8,"No","0.7","N/A",0.07,0.02,0.65,0.28,0.93,0.04,"0.93","0.22","0.74","Approaching Target","0.78","Approaching Target","0.76","Approaching Target","0.7","Approaching Target","0.82","Meeting Target","0.84","Approaching Target","Approaching Target","2.27","2.11",3,37,21,"360470187001008",79659,278,239,591,1451
"366","36047019000","","","","P.S. 112 LEFFERTS PARK",3.32e+11,"20K112",20,40.619415,-74.000572,"7115 15TH AVE BROOKLYN, NY 11228","BROOKLYN",11228,"0K,01,02,03,04,05","0K",5,"No","0.72","48426.22",0.24,0.41,0,0.31,0.31,0.28,"0.96","0.12","0.94","Exceeding Target","0.91","Exceeding Target","0.93","Exceeding Target","0.87","Exceeding Target","0.8","Approaching Target","0.95","Exceeding Target","Meeting Target","2.84","2.98",4,16,0,"360470190003004",42770,1202,1072,1550,4918
"367","36047019300","","","","COMMUNITY PARTNERSHIP CHARTER SCHOOL",3.31e+11,"84K702",13,40.689626,-73.961094,"241 EMERSON PL BROOKLYN, NY 11205","BROOKLYN",11205,"0K,01,02,03,04,05","0K",5,"No","0.64","42161.63",0.02,0,0.8,0.15,0.95,0.01,"0.95","0.16","0.83","Approaching Target","0.84","Meeting Target","0.79","Approaching Target","0.8","Meeting Target","0.9","Exceeding Target","0.87","Meeting Target","Approaching Target","2.43","2.65",4,38,39,"360470193002000",53750,855,1023,2149,4466
"368","36047019300","","","","P.S. 270 JOHANN DEKALB",3.31e+11,"13K270",13,40.689626,-73.961094,"241 EMERSON PL BROOKLYN, NY 11205","BROOKLYN",11205,"PK,0K,01,02,03,04,05","PK",5,"No","0.89","40603.12",0.09,0.04,0.68,0.24,0.93,0.01,"0.89","0.44","0.82","Not Meeting Target","0.8","Approaching Target","0.84","Approaching Target","0.71","Approaching Target","0.82","Approaching Target","0.88","Meeting Target","Meeting Target","2.18","2.2",4,38,39,"360470193002000",53750,855,1023,2149,4466
"369","36047019600","","","","P.S. 176 OVINGTON",3.32e+11,"20K176",20,40.624759,-74.005074,"1225 69TH ST BROOKLYN, NY 11219","BROOKLYN",11219,"0K,01,02,03,04,05","0K",5,"No","0.7","49261.36",0.27,0.63,0,0.21,0.21,0.15,"0.97","0.05","0.95","Exceeding Target","0.95","Exceeding Target","0.96","Exceeding Target","0.89","Exceeding Target","0.82","Meeting Target","0.96","Exceeding Target","Exceeding Target","2.98","3.41",3,14,0,"360470196003001",40634,1095,1236,1490,4836
"370","36047019900","","","","P.S. 011 PURVIS J. BEHAN",3.31e+11,"13K011",13,40.685623,-73.965851,"419 WAVERLY AVE BROOKLYN, NY 11238","BROOKLYN",11238,"PK,0K,01,02,03,04,05","PK",5,"No","0.48","55903.76",0.02,0.03,0.68,0.11,0.79,0.12,"0.94","0.16","0.92","Exceeding Target","0.89","Exceeding Target","0.95","Meeting Target","0.85","Meeting Target","0.9","Exceeding Target","0.9","Meeting Target","Exceeding Target","2.92","3.15",6,47,50,"360470199001000",79097,624,576,1474,3454
"371","36047019900","","","","ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL",3.31e+11,"84K508",13,40.682396,-73.965924,"510 WAVERLY AVE BROOKLYN, NY 11238","BROOKLYN",11238,"0K,01,02,03,04,05,06,07,08,09,10,11,12","0K",12,"No","0.69","42984.69",0,0.01,0.88,0.11,0.99,0,"0.98","0.01","0.94","Exceeding Target","0.93","Exceeding Target","0.84","Meeting Target","0.9","Exceeding Target","0.88","Meeting Target","0.92","Meeting Target","Meeting Target","2.62","2.98",4,43,58,"360470199003001",79097,624,576,1474,3454
"372","36047020500","","","","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL",3.31e+11,"84K780",13,40.678584,-73.96634,"80 UNDERHILL AVE BROOKLYN, NY 11238","BROOKLYN",11238,"05,06,07,08,09,10,11,12","5",5,"No","0.63","N/A",0.02,0.01,0.82,0.09,0.9,0.01,"0.97","0.04","0.89","Meeting Target","0.92","Exceeding Target","0.83","Meeting Target","0.87","Meeting Target","0.86","Exceeding Target","0.93","Meeting Target","Meeting Target","2.6","2.74",5,41,54,"360470205001002",80496,513,342,1315,2701
"373","36047020500","","","","P.S. 009 TEUNIS G. BERGEN",3.31e+11,"13K009",13,40.678584,-73.96634,"80 UNDERHILL AVE BROOKLYN, NY 11238","BROOKLYN",11238,"PK,0K,01,02,03,04,05","PK",5,"No","0.44","70839.92",0.04,0.07,0.45,0.14,0.59,0.28,"0.94","0.18","0.92","Approaching Target","0.94","Meeting Target","0.96","Meeting Target","0.87","Meeting Target","0.94","Exceeding Target","0.95","Exceeding Target","Meeting Target","2.85","2.82",5,41,54,"360470205001002",80496,513,342,1315,2701
"374","36047020600","","","","P.S. 127 MCKINLEY PARK",3.32e+11,"20K127",20,40.623807,-74.018575,"7805 7TH AVE BROOKLYN, NY 11228","BROOKLYN",11228,"0K,01,02,03,04,05","0K",5,"No","0.57","60471.09",0.3,0.31,0.01,0.22,0.22,0.46,"0.95","0.13","0.95","Meeting Target","0.92","Exceeding Target","0.97","Exceeding Target","0.9","Exceeding Target","0.84","Meeting Target","0.94","Meeting Target","Meeting Target","2.8","2.97",4,10,0,"360470206002003",83594,629,571,837,2558
"375","36047020600","","","","J.H.S. 259 WILLIAM MCKINLEY",3.32e+11,"20K259",20,40.626227,-74.014758,"7301 FT HAMILTON PKWY BROOKLYN, NY 11228","BROOKLYN",11228,"06,07,08","6",8,"No","0.62","N/A",0.11,0.45,0.01,0.22,0.23,0.32,"0.96","0.12","0.95","Exceeding Target","0.96","Exceeding Target","0.89","Meeting Target","0.91","Exceeding Target","0.69","Approaching Target","0.94","Exceeding Target","Meeting Target","2.92","3.28",3,9,0,"360470206001002",83594,629,571,837,2558
"376","36047021100","","x","","SUCCESS ACADEMY FORT GREENE (BROOKLYN 5)",3.31e+11,"84K752",13,40.696738,-73.976039,"101 PARK AVE-3RD FL BROOKLYN, NY 11205","BROOKLYN",11205,"0K,01,02,03,04,05","0K",5,"No","N/A","47993.87",0.06,0.01,0.67,0.24,0.91,0.06,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A",4,40,14,"360470211002006",45909,339,288,676,1559
"377","36047021100","","","","DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS",3.31e+11,"13K265",13,40.697012,-73.976044,"101 PARK AVE BROOKLYN, NY 11205","BROOKLYN",11205,"06,07,08,09,10,11,12","6",12,"No","0.78","N/A",0.05,0.02,0.73,0.23,0.96,0,"0.91","0.36","0.86","Meeting Target","0.85","Meeting Target","0.81","Approaching Target","0.85","Meeting Target","0.79","Meeting Target","0.87","Approaching Target","Meeting Target","2.24","2.08",4,40,11,"360470211002006",45909,339,288,676,1559
"378","36047021200","","","","THE CHRISTA MCAULIFFE SCHOOL\I.S. 187",3.32e+11,"20K187",20,40.627847,-74.004003,"1171 65TH ST BROOKLYN, NY 11219","BROOKLYN",11219,"06,07,08","6",8,"No","0.48","N/A",0.02,0.69,0.01,0.06,0.07,0.24,"0.98","0.02","0.92","Exceeding Target","0.91","Exceeding Target","0.92","Exceeding Target","0.9","Exceeding Target","0.76","Approaching Target","0.93","Exceeding Target","Exceeding Target","3.83","4.19",3,16,1,"360470212002001",38068,1137,1140,1446,5110
"379","36047021300","","","","P.S. 241 EMMA L. JOHNSTON",3.32e+11,"17K241",17,40.668884,-73.960541,"976 PRESIDENT ST BROOKLYN, NY 11225","BROOKLYN",11225,"PK,0K,01,02,03,04,05","PK",5,"No","0.79","41936.33",0.08,0,0.86,0.1,0.96,0.02,"0.93","0.2","0.89","Meeting Target","0.9","Meeting Target","0.91","Meeting Target","0.83","Meeting Target","0.84","Approaching Target","0.92","Meeting Target","Meeting Target","2.61","2.95",4,28,29,"360470213002001",40967,900,789,1955,4267
"380","36047021400","","","","P.S. 105 THE BLYTHEBOURNE",3.32e+11,"20K105",20,40.633244,-74.003507,"1031 59TH ST BROOKLYN, NY 11219","BROOKLYN",11219,"PK,0K,01,02,03,04,05","PK",5,"No","0.81","37052.2",0.5,0.92,0,0.04,0.05,0.03,"0.99","0.02","0.9","Exceeding Target","0.88","Meeting Target","0.92","Exceeding Target","0.83","Meeting Target","0.85","Meeting Target","0.93","Exceeding Target","Exceeding Target","2.71","3.44",2,19,33,"360470214002001",56429,461,833,552,2342
"381","36047021500","","","","P.S. 316 ELIJAH STROUD",3.32e+11,"17K316",17,40.674551,-73.960867,"750 CLASSON AVE BROOKLYN, NY 11238","BROOKLYN",11238,"PK,0K,01,02,03,04,05","PK",5,"No","0.76","51849.49",0.04,0,0.72,0.2,0.92,0.06,"0.94","0.18","0.98","Exceeding Target","0.94","Exceeding Target","0.96","Exceeding Target","0.83","Meeting Target","0.86","Meeting Target","0.94","Meeting Target","Exceeding Target","2.57","2.85",4,30,44,"360470215001000",64798,1084,911,2441,5166
"382","36047021500","","","","ELIJAH STROUD MIDDLE SCHOOL",3.32e+11,"17K353",17,40.674551,-73.960867,"750 CLASSON AVE BROOKLYN, NY 11238","BROOKLYN",11238,"06,07,08","6",8,"No","0.75","N/A",0.04,0.02,0.83,0.14,0.96,0.02,"0.93","0.22","0.91","Meeting Target","0.9","Meeting Target","0.86","Meeting Target","0.89","Meeting Target","0.78","Meeting Target","0.94","Exceeding Target","Approaching Target","2.16","2.14",4,30,44,"360470215001000",64798,1084,911,2441,5166
"383","36047022000","","","","P.S. 160 WILLIAM T. SAMPSON",3.32e+11,"20K160",20,40.636935,-73.999073,"5105 FORT HAMILTON PKWY BROOKLYN, NY 11219","BROOKLYN",11219,"PK,0K,01,02,03,04,05","PK",5,"No","0.83","35558.78",0.66,0.85,0.01,0.1,0.11,0.04,"0.97","0.05","0.94","Exceeding Target","0.93","Exceeding Target","0.95","Exceeding Target","0.87","Exceeding Target","0.82","Approaching Target","0.96","Exceeding Target","Exceeding Target","2.69","3.25",3,19,27,"360470220003002",31121,999,1856,1278,4538
