Adjusted Grade,New?,Other Location Code in LCGMS,School Name,SED Code,Location Code,District,Latitude,Longitude,Address (Full),City,Zip,Grades,Grade Low,Grade High,Community School?,Economic Need Index,School Income Estimate,Percent ELL,Percent Asian,Percent Black,Percent Hispanic,Percent Black / Hispanic,Percent White,Student Attendance Rate,Percent of Students Chronically Absent,Rigorous Instruction %,Rigorous Instruction Rating,Collaborative Teachers %,Collaborative Teachers Rating,Supportive Environment %,Supportive Environment Rating,Effective School Leadership %,Effective School Leadership Rating,Strong Family-Community Ties %,Strong Family-Community Ties Rating,Trust %,Trust Rating,Student Achievement Rating,Average ELA Proficiency,Average Math Proficiency
,,,BRONX LITTLE SCHOOL,3.21E+11,12X691,12,40.838212,-73.866026,"1827 ARCHER ST BRONX, NY 10460",BRONX,10460,"PK,0K,01,02,03,04,05",PK,5,No,0.8,33229.57,0.13,0.09,0.18,0.69,0.87,0.02,0.92,0.31,0.87,Approaching Target,0.78,Approaching Target,0.84,Approaching Target,0.71,Approaching Target,0.82,Approaching Target,0.88,Meeting Target,Meeting Target,2.3,2.36
,,,P.S. 003 THE BEDFORD VILLAGE,3.31E+11,13K003,13,40.682307,-73.955241,"50 JEFFERSON AVE BROOKLYN, NY 11216",BROOKLYN,11216,"PK,0K,01,02,03,04,05",PK,5,No,0.82,48164.74,0.11,0.11,0.7,0.12,0.83,0.02,0.92,0.33,0.9,Meeting Target,0.86,Meeting Target,0.92,Meeting Target,0.83,Meeting Target,0.87,Meeting Target,0.9,Meeting Target,Meeting Target,2.46,2.48
,,,P.S. 008 ROBERT FULTON,3.31E+11,13K008,13,40.700728,-73.992805,"37 HICKS ST BROOKLYN, NY 11201",BROOKLYN,11201,"PK,0K,01,02,03,04,05,07,08",PK,8,No,0.18,111743.74,0.02,0.06,0.14,0.11,0.25,0.61,0.96,0.08,0.91,Exceeding Target,0.93,Exceeding Target,0.84,Meeting Target,0.9,Exceeding Target,0.92,Exceeding Target,0.92,Meeting Target,Meeting Target,3.19,3.17
,,,P.S. 009 TEUNIS G. BERGEN,3.31E+11,13K009,13,40.678584,-73.96634,"80 UNDERHILL AVE BROOKLYN, NY 11238",BROOKLYN,11238,"PK,0K,01,02,03,04,05",PK,5,No,0.44,70839.92,0.04,0.07,0.45,0.14,0.59,0.28,0.94,0.18,0.92,Approaching Target,0.94,Meeting Target,0.96,Meeting Target,0.87,Meeting Target,0.94,Exceeding Target,0.95,Exceeding Target,Meeting Target,2.85,2.82
,,,P.S. 011 PURVIS J. BEHAN,3.31E+11,13K011,13,40.685623,-73.965851,"419 WAVERLY AVE BROOKLYN, NY 11238",BROOKLYN,11238,"PK,0K,01,02,03,04,05",PK,5,No,0.48,55903.76,0.02,0.03,0.68,0.11,0.79,0.12,0.94,0.16,0.92,Exceeding Target,0.89,Exceeding Target,0.95,Meeting Target,0.85,Meeting Target,0.9,Exceeding Target,0.9,Meeting Target,Exceeding Target,2.92,3.15
,,,P.S. 020 CLINTON HILL,3.31E+11,13K020,13,40.691059,-73.971016,"225 ADELPHI ST BROOKLYN, NY 11205",BROOKLYN,11205,"PK,0K,01,02,03,04,05",PK,5,No,0.64,60844.69,0.03,0.03,0.54,0.21,0.75,0.16,0.91,0.32,0.91,Meeting Target,0.95,Meeting Target,0.92,Approaching Target,0.89,Exceeding Target,0.92,Exceeding Target,0.95,Exceeding Target,Meeting Target,2.4,2.53
,,,P.S. 044 MARCUS GARVEY,3.31E+11,13K044,13,40.686208,-73.940924,"432 MONROE ST BROOKLYN, NY 11221",BROOKLYN,11221,"PK,0K,01,02,03,04,05",PK,5,No,0.87,41143.63,0.06,0.03,0.83,0.11,0.93,0.02,0.9,0.37,0.88,Meeting Target,0.87,Meeting Target,0.8,Approaching Target,0.75,Meeting Target,0.85,Meeting Target,0.91,Meeting Target,Meeting Target,2.27,2.31
,,,P.S. 046 EDWARD C. BLUM,3.31E+11,13K046,13,40.694425,-73.971627,"100 CLERMONT AVE BROOKLYN, NY 11205",BROOKLYN,11205,"PK,0K,01,02,03,04,05",PK,5,No,0.88,37632.19,0.14,0.01,0.5,0.45,0.95,0.02,0.89,0.44,0.92,Meeting Target,0.95,Exceeding Target,0.93,Meeting Target,0.88,Meeting Target,0.83,Approaching Target,0.93,Meeting Target,Meeting Target,2.27,2.32
,,,P.S. 054 SAMUEL C. BARNES,3.31E+11,13K054,13,40.692697,-73.952501,"195 SANFORD ST BROOKLYN, NY 11205",BROOKLYN,11205,"PK,0K,01,02,03,04,05",PK,5,No,0.85,37511.84,0.14,0.04,0.57,0.37,0.93,0,0.9,0.42,0.93,Meeting Target,0.92,Meeting Target,0.87,Approaching Target,0.85,Meeting Target,0.9,Exceeding Target,0.93,Meeting Target,Approaching Target,2.04,2.09
,,,P.S. 056 LEWIS H. LATIMER,3.31E+11,13K056,13,40.684336,-73.960549,"170 GATES AVE BROOKLYN, NY 11238",BROOKLYN,11238,"PK,0K,01,02,03,04,05",PK,5,No,0.79,52763.92,0.03,0.05,0.8,0.1,0.9,0.05,0.92,0.32,0.93,Meeting Target,0.95,Meeting Target,0.95,Meeting Target,0.86,Exceeding Target,0.9,Meeting Target,0.97,Exceeding Target,Exceeding Target,2.54,2.82
,,,P.S. 067 CHARLES A. DORSEY,3.31E+11,13K067,13,40.695143,-73.977889,"51 ST EDWARDS ST BROOKLYN, NY 11205",BROOKLYN,11205,"PK,0K,01,02,03,04,05",PK,5,Yes,0.94,39140.78,0.08,0.08,0.54,0.35,0.88,0.01,0.91,0.36,0.94,Approaching Target,0.89,Approaching Target,0.91,Approaching Target,0.82,Meeting Target,0.87,Meeting Target,0.89,Meeting Target,Meeting Target,2.09,2.15
,,,P.S. 093 WILLIAM H. PRESCOTT,3.31E+11,13K093,13,40.678907,-73.9465,"31 NEW YORK AVE BROOKLYN, NY 11216",BROOKLYN,11216,"PK,0K,01,02,03,04,05",PK,5,No,0.84,43872.26,0.1,0.22,0.7,0.03,0.73,0.04,0.89,0.39,0.9,Approaching Target,0.87,Meeting Target,0.81,Approaching Target,0.72,Approaching Target,0.85,Meeting Target,0.86,Meeting Target,Approaching Target,2.32,2.36
,,,M.S. 113 RONALD EDMONDS LEARNING CENTER,3.31E+11,13K113,13,40.688432,-73.971169,"300 ADELPHI ST BROOKLYN, NY 11205",BROOKLYN,11205,"06,07,08",6,8,No,0.8,N/A,0.03,0.04,0.75,0.18,0.93,0.02,0.92,0.28,0.81,Meeting Target,0.79,Approaching Target,0.83,Approaching Target,0.73,Approaching Target,0.76,Approaching Target,0.85,Approaching Target,Approaching Target,2.31,2.21
,,,P.S. 133 WILLIAM A. BUTLER,3.31E+11,13K133,13,40.680088,-73.980577,"610 BALTIC ST BROOKLYN, NY 11217",BROOKLYN,11217,"PK,0K,01,02,03,04,05",PK,5,No,0.45,67861.67,0.04,0.03,0.27,0.32,0.59,0.31,0.94,0.16,0.98,Meeting Target,0.97,Exceeding Target,0.93,Exceeding Target,0.93,Exceeding Target,0.92,Exceeding Target,0.96,Exceeding Target,Approaching Target,2.52,2.43
,,,P.S. 256 BENJAMIN BANNEKER,3.31E+11,13K256,13,40.690482,-73.94971,"114 KOSCIUSKO ST BROOKLYN, NY 11216",BROOKLYN,11216,"PK,0K,01,02,03,04,05",PK,5,No,0.88,38385.06,0.09,0.02,0.69,0.27,0.96,0.02,0.88,0.51,0.91,Meeting Target,0.9,Meeting Target,0.92,Approaching Target,0.78,Approaching Target,0.85,Meeting Target,0.91,Meeting Target,Meeting Target,2.41,2.48
,,,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,3.31E+11,13K265,13,40.697012,-73.976044,"101 PARK AVE BROOKLYN, NY 11205",BROOKLYN,11205,"06,07,08,09,10,11,12",6,12,No,0.78,N/A,0.05,0.02,0.73,0.23,0.96,0,0.91,0.36,0.86,Meeting Target,0.85,Meeting Target,0.81,Approaching Target,0.85,Meeting Target,0.79,Meeting Target,0.87,Approaching Target,Meeting Target,2.24,2.08
,,,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,3.31E+11,13K266,13,40.678907,-73.9465,"31 NEW YORK AVE BROOKLYN, NY 11216",BROOKLYN,11216,"06,07,08",6,8,No,0.69,N/A,0.02,0.01,0.78,0.19,0.98,0.01,0.91,0.33,0.84,Approaching Target,0.88,Meeting Target,0.75,Approaching Target,0.85,Meeting Target,0.85,Exceeding Target,0.92,Meeting Target,Approaching Target,2.23,2.1
,,,P.S. 270 JOHANN DEKALB,3.31E+11,13K270,13,40.689626,-73.961094,"241 EMERSON PL BROOKLYN, NY 11205",BROOKLYN,11205,"PK,0K,01,02,03,04,05",PK,5,No,0.89,40603.12,0.09,0.04,0.68,0.24,0.93,0.01,0.89,0.44,0.82,Not Meeting Target,0.8,Approaching Target,0.84,Approaching Target,0.71,Approaching Target,0.82,Approaching Target,0.88,Meeting Target,Meeting Target,2.18,2.2
,,,P.S. 282 PARK SLOPE,3.31E+11,13K282,13,40.676626,-73.977783,"180 6TH AVE BROOKLYN, NY 11217",BROOKLYN,11217,"PK,0K,01,02,03,04,05,06,07,08,SE",PK,8,No,0.56,64025.89,0.04,0.03,0.59,0.25,0.85,0.09,0.92,0.26,0.89,Approaching Target,0.78,Meeting Target,0.82,Approaching Target,0.75,Approaching Target,0.89,Meeting Target,0.86,Approaching Target,Approaching Target,2.52,2.51
,,,P.S. 287 BAILEY K. ASHFORD,3.31E+11,13K287,13,40.697861,-73.981047,"50 NAVY ST BROOKLYN, NY 11201",BROOKLYN,11201,"PK,0K,01,02,03,04,05",PK,5,No,0.9,35929.65,0.03,0.05,0.7,0.22,0.91,0.01,0.88,0.52,0.94,Meeting Target,0.88,Meeting Target,0.94,Approaching Target,0.8,Meeting Target,0.77,Not Meeting Target,0.87,Meeting Target,Approaching Target,2.14,2.1
,,,SATELLITE EAST MIDDLE SCHOOL,3.31E+11,13K301,13,40.685945,-73.945303,"344 MONROE ST BROOKLYN, NY 11216",BROOKLYN,11216,"06,07,08",6,8,Yes,0.86,N/A,0.18,0.17,0.65,0.14,0.78,0.02,0.88,0.47,0.89,Approaching Target,0.86,Meeting Target,0.84,Approaching Target,0.8,Approaching Target,0.79,Meeting Target,0.85,Approaching Target,Approaching Target,2.14,1.99
,,,P.S. 305 DR. PETER RAY,3.31E+11,13K305,13,40.685945,-73.945303,"344 MONROE ST BROOKLYN, NY 11216",BROOKLYN,11216,"PK,0K,01,02,03,04,05",PK,5,No,0.83,40387.97,0.08,0.04,0.76,0.11,0.87,0.04,0.89,0.44,0.79,Approaching Target,0.8,Meeting Target,0.86,Approaching Target,0.63,Not Meeting Target,0.79,Not Meeting Target,0.79,Not Meeting Target,Approaching Target,2.04,1.99
,,,P.S. 307 DANIEL HALE WILLIAMS,3.31E+11,13K307,13,40.701781,-73.981587,"209 YORK ST BROOKLYN, NY 11201",BROOKLYN,11201,"PK,0K,01,02,03,04,05",PK,5,No,0.85,36954.58,0.03,0.04,0.57,0.29,0.86,0.08,0.91,0.32,0.95,Meeting Target,0.93,Exceeding Target,0.92,Meeting Target,0.84,Meeting Target,0.89,Meeting Target,0.95,Exceeding Target,Meeting Target,2.18,2.38
,,,SATELLITE WEST MIDDLE SCHOOL,3.31E+11,13K313,13,40.701781,-73.981587,"209 YORK ST BROOKLYN, NY 11201",BROOKLYN,11201,"06,07,08",6,8,No,0.86,N/A,0.08,0.04,0.42,0.52,0.94,0,0.87,0.47,0.91,Meeting Target,0.87,Meeting Target,0.88,Approaching Target,0.84,Meeting Target,0.84,Meeting Target,0.89,Meeting Target,Meeting Target,2.19,2.25
,,,THE URBAN ASSEMBLY UNISON SCHOOL,3.31E+11,13K351,13,40.684336,-73.960549,"170 GATES AVE BROOKLYN, NY 11238",BROOKLYN,11238,"06,07,08",6,8,No,0.78,N/A,0.16,0.15,0.68,0.14,0.82,0.03,0.9,0.37,0.75,Not Meeting Target,0.88,Meeting Target,0.68,Approaching Target,0.89,Exceeding Target,0.86,Exceeding Target,0.87,Meeting Target,Approaching Target,2.21,2.07
,,,ACADEMY OF ARTS AND LETTERS,3.31E+11,13K492,13,40.691059,-73.971016,"225 ADELPHI ST BROOKLYN, NY 11205",BROOKLYN,11205,"06,07,08",6,8,No,0.36,63016.09,0.01,0.07,0.39,0.17,0.57,0.31,0.95,0.1,0.94,Exceeding Target,0.96,Exceeding Target,0.9,Exceeding Target,0.92,Exceeding Target,0.91,Exceeding Target,0.93,Exceeding Target,Meeting Target,2.82,2.83
,,,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,3.31E+11,13K527,13,40.694639,-73.988307,"283 ADAMS ST BROOKLYN, NY 11201",BROOKLYN,11201,"06,07,08,09,10,11,12",6,12,No,0.7,N/A,0.05,0.05,0.71,0.14,0.86,0.08,0.91,0.28,0.84,Exceeding Target,0.89,Exceeding Target,0.82,Meeting Target,0.86,Meeting Target,0.73,Approaching Target,0.88,Meeting Target,Approaching Target,2.36,2.19
,,,FORT GREENE PREPARATORY ACADEMY,3.31E+11,13K691,13,40.694425,-73.971627,"100 CLERMONT AVE BROOKLYN, NY 11205",BROOKLYN,11205,"06,07,08",6,8,No,0.7,N/A,0.07,0.02,0.65,0.28,0.93,0.04,0.93,0.22,0.74,Approaching Target,0.78,Approaching Target,0.76,Approaching Target,0.7,Approaching Target,0.82,Meeting Target,0.84,Approaching Target,Approaching Target,2.27,2.11
,,,P.S. 016 LEONARD DUNKLY,3.31E+11,14K016,14,40.705915,-73.962068,"157 WILSON ST BROOKLYN, NY 11211",BROOKLYN,11211,"PK,0K,01,02,03,04,05",PK,5,No,0.9,23469.23,0.09,0.01,0.27,0.67,0.94,0.02,0.92,0.26,0.95,Meeting Target,0.95,Meeting Target,0.98,Meeting Target,0.82,Meeting Target,0.88,Meeting Target,0.94,Exceeding Target,Meeting Target,2.26,2.41
,,,P.S. 017 HENRY D. WOODWORTH,3.31E+11,14K017,14,40.715274,-73.957057,"208 N 5TH ST BROOKLYN, NY 11211",BROOKLYN,11211,"PK,0K,01,02,03,04,05",PK,5,No,0.73,60124.45,0.13,0.02,0.07,0.8,0.87,0.11,0.93,0.22,0.93,Meeting Target,0.9,Meeting Target,0.97,Meeting Target,0.78,Meeting Target,0.86,Meeting Target,0.92,Meeting Target,Exceeding Target,2.43,2.7
,,,P.S. 018 EDWARD BUSH,3.31E+11,14K018,14,40.710655,-73.946565,"101 MAUJER ST BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.8,44810.53,0.18,0.02,0.16,0.8,0.96,0.01,0.92,0.31,0.95,Approaching Target,0.97,Exceeding Target,0.97,Meeting Target,0.93,Exceeding Target,0.83,Meeting Target,0.98,Exceeding Target,Approaching Target,2.23,2.38
,,,P.S. 023 CARTER G. WOODSON,3.31E+11,14K023,14,40.694156,-73.94779,"545 WILLOUGHBY AVE BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.91,29397.91,0.12,0.01,0.48,0.46,0.95,0.03,0.89,0.42,0.98,Meeting Target,0.97,Exceeding Target,0.98,Meeting Target,0.94,Exceeding Target,0.89,Exceeding Target,0.96,Exceeding Target,Meeting Target,2.16,2.36
,,,P.S. 031 SAMUEL F. DUPONT,3.31E+11,14K031,14,40.726988,-73.954188,"75 MESEROLE AVE BROOKLYN, NY 11222",BROOKLYN,11222,"PK,0K,01,02,03,04,05",PK,5,No,0.51,57806.03,0.07,0.08,0.05,0.43,0.48,0.42,0.95,0.12,0.96,Meeting Target,0.91,Meeting Target,0.96,Exceeding Target,0.83,Meeting Target,0.85,Meeting Target,0.95,Exceeding Target,Exceeding Target,3.1,3.41
,,,P.S. 034 OLIVER H. PERRY,3.31E+11,14K034,14,40.726392,-73.94984,"131 NORMAN AVE BROOKLYN, NY 11222",BROOKLYN,11222,"PK,0K,01,02,03,04,05",PK,5,No,0.35,63982.88,0.13,0.04,0.04,0.19,0.23,0.73,0.94,0.15,0.96,Exceeding Target,0.94,Exceeding Target,0.93,Meeting Target,0.84,Meeting Target,0.87,Meeting Target,0.94,Exceeding Target,Meeting Target,2.97,3.28
,,,J.H.S. 050 JOHN D. WELLS,3.31E+11,14K050,14,40.711863,-73.960049,"183 S 3RD ST BROOKLYN, NY 11211",BROOKLYN,11211,"06,07,08",6,8,Yes,0.82,N/A,0.21,0.01,0.14,0.82,0.96,0.03,0.89,0.4,0.82,Approaching Target,0.8,Approaching Target,0.81,Approaching Target,0.66,Not Meeting Target,0.78,Meeting Target,0.85,Approaching Target,Meeting Target,2.13,2.11
,,,P.S. 059 WILLIAM FLOYD,3.31E+11,14K059,14,40.697704,-73.943342,"211 THROOP AVE BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.92,26762.05,0.14,0.01,0.45,0.5,0.95,0.02,0.89,0.42,0.92,Meeting Target,0.96,Meeting Target,0.91,Approaching Target,0.88,Meeting Target,0.84,Meeting Target,0.94,Meeting Target,Meeting Target,2.19,2.26
,,,JUAN MOREL CAMPOS SECONDARY SCHOOL,3.31E+11,14K071,14,40.703878,-73.953472,"215 HEYWARD ST BROOKLYN, NY 11206",BROOKLYN,11206,"06,07,08,09,10,11,12",6,12,Yes,0.87,N/A,0.22,0.01,0.15,0.78,0.93,0.05,0.9,0.35,0.88,Meeting Target,0.92,Meeting Target,0.82,Meeting Target,0.88,Meeting Target,0.77,Meeting Target,0.91,Meeting Target,Approaching Target,2.06,1.99
,,,P.S. 084 JOSE DE DIEGO,3.31E+11,14K084,14,40.714822,-73.963516,"250 BERRY ST BROOKLYN, NY 11211",BROOKLYN,11211,"PK,0K,01,02,03,04,05,06,07,08",PK,8,No,0.58,57582.52,0.17,0.03,0.03,0.62,0.65,0.27,0.93,0.23,0.93,Meeting Target,0.93,Exceeding Target,0.92,Meeting Target,0.84,Meeting Target,0.89,Meeting Target,0.94,Exceeding Target,Approaching Target,2.43,2.45
,,,P.S. 110 THE MONITOR,3.31E+11,14K110,14,40.72367,-73.941985,"124 MONITOR ST BROOKLYN, NY 11222",BROOKLYN,11222,"PK,0K,01,02,03,04,05",PK,5,No,0.4,62585.59,0.1,0.05,0.06,0.23,0.28,0.64,0.95,0.12,0.98,Meeting Target,0.96,Meeting Target,0.95,Meeting Target,0.9,Exceeding Target,0.89,Meeting Target,0.96,Exceeding Target,Approaching Target,2.72,2.74
,,,P.S. 120 CARLOS TAPIA,3.31E+11,14K120,14,40.700657,-73.937693,"18 BEAVER ST BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.87,40417.99,0.15,0.02,0.17,0.8,0.96,0.01,0.94,0.2,0.97,Exceeding Target,0.98,Exceeding Target,0.99,Exceeding Target,0.94,Exceeding Target,0.87,Meeting Target,0.98,Exceeding Target,Meeting Target,2.17,2.59
,,,JOHN ERICSSON MIDDLE SCHOOL 126,3.31E+11,14K126,14,40.719769,-73.947968,"424 LEONARD ST BROOKLYN, NY 11222",BROOKLYN,11222,"06,07,08",6,8,Yes,0.78,N/A,0.12,0.02,0.22,0.63,0.84,0.12,0.92,0.26,0.87,Meeting Target,0.77,Approaching Target,0.86,Meeting Target,0.66,Approaching Target,0.82,Meeting Target,0.83,Meeting Target,Meeting Target,2.25,2.22
,,,P.S. 132 THE CONSELYEA SCHOOL,3.31E+11,14K132,14,40.714793,-73.945708,"320 MANHATTAN AVE BROOKLYN, NY 11211",BROOKLYN,11211,"PK,0K,01,02,03,04,05,SE",PK,5,No,0.52,56594.7,0.1,0.07,0.16,0.42,0.58,0.33,0.94,0.17,0.86,Meeting Target,0.86,Exceeding Target,0.91,Meeting Target,0.8,Meeting Target,0.89,Meeting Target,0.9,Meeting Target,Meeting Target,3.02,3.15
,,,P.S. 147 ISAAC REMSEN,3.31E+11,14K147,14,40.705023,-73.938707,"325 BUSHWICK AVE BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.85,33658.98,0.08,0.03,0.23,0.65,0.88,0.06,0.92,0.3,0.94,Exceeding Target,0.98,Exceeding Target,0.95,Exceeding Target,0.94,Exceeding Target,0.89,Exceeding Target,0.98,Exceeding Target,Meeting Target,2.27,2.38
,,,P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIENCE ACADEMY,3.31E+11,14K157,14,40.695397,-73.960005,"850 KENT AVE BROOKLYN, NY 11205",BROOKLYN,11205,"PK,0K,01,02,03,04,05",PK,5,No,0.86,42709.08,0.19,0,0.17,0.81,0.98,0.02,0.93,0.23,0.94,Meeting Target,0.91,Meeting Target,0.93,Exceeding Target,0.87,Meeting Target,0.86,Meeting Target,0.94,Exceeding Target,Meeting Target,2.2,2.2
,,,P.S. 196 TEN EYCK,3.31E+11,14K196,14,40.708781,-73.939529,"207 BUSHWICK AVE BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.81,38357.99,0.1,0.01,0.18,0.78,0.96,0.02,0.93,0.25,0.95,Exceeding Target,0.96,Exceeding Target,0.95,Meeting Target,0.92,Exceeding Target,0.87,Meeting Target,0.98,Exceeding Target,Exceeding Target,2.43,2.67
,,,P.S. 250 GEORGE H. LINDSAY,3.31E+11,14K250,14,40.70674,-73.945664,"108 MONTROSE AVE BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.78,34774.99,0.13,0.14,0.12,0.73,0.84,0.02,0.94,0.22,0.94,Approaching Target,0.87,Meeting Target,0.9,Meeting Target,0.73,Approaching Target,0.84,Meeting Target,0.93,Meeting Target,Approaching Target,2.46,2.51
,,,P.S. 257 JOHN F. HYLAN,3.31E+11,14K257,14,40.702805,-73.941486,"60 COOK ST BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.83,31675.15,0.12,0.01,0.21,0.76,0.97,0.02,0.94,0.18,0.95,Meeting Target,1,Exceeding Target,0.99,Exceeding Target,0.98,Exceeding Target,0.92,Exceeding Target,0.99,Exceeding Target,Exceeding Target,2.76,2.77
,,,P.S. 297 ABRAHAM STOCKTON,3.31E+11,14K297,14,40.697436,-73.947854,"700 PARK AVE BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.92,28072.24,0.08,0.01,0.44,0.51,0.95,0.01,0.89,0.43,0.85,Meeting Target,0.88,Meeting Target,0.88,Meeting Target,0.81,Meeting Target,0.9,Exceeding Target,0.91,Meeting Target,Approaching Target,2.2,2.35
,,,I.S. 318 EUGENIO MARIA DE HOSTOS,3.31E+11,14K318,14,40.703215,-73.948503,"101 WALTON ST BROOKLYN, NY 11206",BROOKLYN,11206,"06,07,08",6,8,No,0.68,N/A,0.05,0.07,0.18,0.62,0.8,0.13,0.95,0.14,0.87,Meeting Target,0.91,Meeting Target,0.87,Meeting Target,0.85,Meeting Target,0.78,Meeting Target,0.92,Meeting Target,Meeting Target,2.59,2.63
,,,P.S. 380 JOHN WAYNE ELEMENTARY,3.31E+11,14K380,14,40.701894,-73.953459,"370 MARCY AVE BROOKLYN, NY 11206",BROOKLYN,11206,"PK,0K,01,02,03,04,05",PK,5,No,0.81,36627.9,0.22,0.01,0.19,0.74,0.92,0.07,0.94,0.19,0.88,Meeting Target,0.89,Exceeding Target,0.94,Exceeding Target,0.81,Meeting Target,0.84,Meeting Target,0.91,Meeting Target,Meeting Target,2.59,2.8
,,,BROOKLYN ARBOR ELEMENTARY SCHOOL,3.31E+11,14K414,14,40.709823,-73.954488,"325 S 3RD ST BROOKLYN, NY 11238",BROOKLYN,11238,"0K,01,02,03,04,05",0K,5,No,0.65,44742.59,0.08,0.02,0.03,0.67,0.7,0.26,0.95,0.13,0.84,Meeting Target,0.92,Exceeding Target,0.91,Exceeding Target,0.88,Meeting Target,0.93,Exceeding Target,0.97,Exceeding Target,N/A,2.27,2.57
,,,CONSELYEA PREPARATORY SCHOOL,3.31E+11,14K577,14,40.715274,-73.957057,"208 N 5TH ST BROOKLYN, NY 11211",BROOKLYN,11211,"06,07,08",6,8,No,0.55,N/A,0.03,0.03,0.03,0.59,0.62,0.35,0.95,0.16,0.92,Exceeding Target,0.91,Exceeding Target,0.88,Meeting Target,0.89,Meeting Target,0.78,Meeting Target,0.92,Meeting Target,Approaching Target,2.85,2.6
,,,M.S. 582,3.31E+11,14K582,14,40.708781,-73.939529,"207 BUSHWICK AVE BROOKLYN, NY 11206",BROOKLYN,11206,"06,07,08",6,8,No,0.83,N/A,0.11,0,0.23,0.72,0.95,0.03,0.92,0.29,0.97,Exceeding Target,0.96,Exceeding Target,0.93,Exceeding Target,0.92,Exceeding Target,0.84,Meeting Target,0.95,Exceeding Target,Meeting Target,2.38,2.15
,,,LYONS COMMUNITY SCHOOL,3.31E+11,14K586,14,40.709765,-73.944519,"223 GRAHAM AVE BROOKLYN, NY 11206",BROOKLYN,11206,"06,07,08,09,10,11,12",6,12,No,0.84,N/A,0.11,0.01,0.4,0.56,0.97,0.01,0.88,0.39,0.85,Approaching Target,0.95,Meeting Target,0.84,Meeting Target,0.92,Exceeding Target,0.84,Exceeding Target,0.93,Exceeding Target,Approaching Target,2.11,1.89
,,,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,3.31E+11,14K614,14,40.705023,-73.938707,"325 BUSHWICK AVE BROOKLYN, NY 11206",BROOKLYN,11206,"06,07,08,09,10,11,12",6,12,No,0.68,N/A,0.04,0.04,0.58,0.33,0.91,0.02,0.92,0.26,0.84,Meeting Target,0.88,Exceeding Target,0.85,Meeting Target,0.83,Meeting Target,0.81,Meeting Target,0.93,Exceeding Target,Meeting Target,2.52,2.44
,,,P.S. 001 THE BERGEN,3.32E+11,15K001,15,40.648687,-74.011252,"309 47TH ST BROOKLYN, NY 11220",BROOKLYN,11220,"PK,0K,01,02,03,04,05",PK,5,No,0.83,42845.08,0.43,0.06,0.01,0.88,0.89,0.04,0.95,0.13,0.84,Approaching Target,0.79,Meeting Target,0.88,Meeting Target,0.68,Approaching Target,0.83,Approaching Target,0.89,Meeting Target,Meeting Target,2.35,2.6
,,,"MAGNET SCHOOL OF MATH, SCIENCE AND DESIGN TECHNOLOGY",3.32E+11,15K010,15,40.660884,-73.98594,"511 7TH AVE BROOKLYN, NY 11215",BROOKLYN,11215,"PK,0K,01,02,03,04,05",PK,5,No,0.33,77828.57,0.05,0.07,0.08,0.31,0.39,0.49,0.96,0.07,0.92,Exceeding Target,0.87,Meeting Target,0.96,Exceeding Target,0.8,Meeting Target,0.93,Exceeding Target,0.91,Meeting Target,Exceeding Target,3,3.28
,,,P.S. 015 PATRICK F. DALY,3.32E+11,15K015,15,40.677069,-74.011851,"71 SULLIVAN ST BROOKLYN, NY 11231",BROOKLYN,11231,"PK,0K,01,02,03,04,05",PK,5,No,0.81,36259.2,0.06,0.02,0.3,0.51,0.81,0.13,0.92,0.32,0.9,Meeting Target,0.94,Exceeding Target,0.9,Meeting Target,0.85,Meeting Target,0.88,Meeting Target,0.94,Exceeding Target,Meeting Target,2.39,2.63
,,,P.S. 024,3.32E+11,15K024,15,40.652818,-74.004496,"427 38TH ST BROOKLYN, NY 11232",BROOKLYN,11232,"PK,0K,01,02,03,04,05",PK,5,No,0.8,42541.58,0.46,0.05,0,0.91,0.91,0.04,0.96,0.1,0.81,Approaching Target,0.83,Meeting Target,0.85,Meeting Target,0.64,Not Meeting Target,0.83,Approaching Target,0.86,Meeting Target,Approaching Target,2.12,2.43
